case_name,state,date_filed,issue,status,link
"League of Women Voters of South Carolina v. Andino, No. 2:20-cv-03537 (D.S.C.)",South Carolina,10/09/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=297
"Texas Voters Alliance v. Dallas County, No. 4:20-cv-00775 (E.D. Tex.)",Texas,10/09/2020,10/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=309
"Georgia Voters Alliance v. Fulton County, No. 1:20-cv-04198 (N.D. Ga.)",Georgia,10/09/2020,"Democratic National Committee v. Bostelmann, No. 3:20-cv-00249 (W.D. Wis.); consolidated w/ Lewis v. Knudson, No. 3:20-cv-00284; Gear v. Knudson, No. 3:20-cv-00278",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=313
"Blackfeet Nation v. Stapleton, No. 4:20-cv-00095 (D. Mont.)",Montana,10/09/2020,"Plaintiffs (who also filed a companion case in the Western District of Michigan in Davis v. Benson No. 20-cv-00915) contests Michigan's decision to mail absentee ballot applications to all registered voters as a violation of the Equal Protection Clause, since this decision was intended to increase voter turnout in predominantly Democratic areas. Further, Plaintiff alleges that her vote will be diluted if votes cast as a result of these absentee ballot applications were to be counted. Plaintiff seeks monetary and injunctive relief.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=314
"De Jean v. Nago, Nos. 20-17112, 20-73167 (9th Cir.)",Hawaii,10/09/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=36
"A. Philip Randolph Inst. of Ohio v. LaRose, No. 20-4063 (6th Cir.)",Ohio,10/08/2020,10/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=222
"Democratic Senatorial Campaign Committee v. Pate I, No. 20-1281 (Iowa Sup. Ct.)",Iowa,10/08/2020,"Davis v. Benson, No. 20-000099-MM (Mich. Ct. Claims)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=220
"Minnesota Voters Alliance v. Olmsted, No. 55-cv-20-4446 (Minn. Ct. App.)",Minnesota,10/08/2020,"Pichardo and Texas Republican Party seek mandamus to compel Secretary of State Hollins to limit curbside voting to specific conditions permitted to Texas Election Code Sections 64.009, 82.02 and 104.001-005",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=400
"Alaska Center Education Fund v. Fenumiai, No. 3AN-20-08354-CI (Alaska Super. Ct., 3d Dist.), No. S-17908 (Alaska Sup. Ct.)",Alaska,10/07/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=320
"Midwest Inst. of Health, PLLC v. Whitmer, 161492 (Mich. S. Ct.)",Michigan,10/06/2020,10/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=279
"Midwest Inst. of Health, PLLC v. Whitmer, 161492 (Mich. S. Ct.)",Michigan,10/06/2020,"(1) Whether, under the Emergency Powers of the Governor Act or the Emergency Management Act, Governor Whitmer has the authority after April 30, 2020 to issue or renew any executive orders related to the COVID-19 pandemic and (2) Whether the Emergency Powers of the Governor Act and/or the Emergency Management Act violates the Separation of Powers and/or the Non-Delegation Clauses of the Michigan Constitution.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=279
"Lamm v. Bullock, No. 20-35847 (No. 20A61 (S. Ct.)",Montana,10/06/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=245
"Namphy v. DeSantis, No. 4:20-cv-00485 (N.D. Fla.)",Florida,10/06/2020,09/25/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=289
"Texas Organizing Project v. Callanen, No. 2020CI19387 (Tex. Dist. Ct., Bexar Cnty.)",Texas,10/06/2020,"Midwest Institute of Health, PLLC v. Whitmer, 1:20-cv-414 (W.D. Mich.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=291
"1199 SEIU United Healthcare Workers East v. DeJoy, No. 1:20-cv-24069 (S.D. Fla.)",Florida,10/06/2020,"Plaintiffs below, a group of Republican voters and the Ravali County Republican Central Committee alleged that (i) Governor Bullock’s expansion of vote by mail was unlawful and unauthorized and ii) the Secretary of State’s implementation of it by approving county plans implementing was also unlawful and unauthorized. After the district court denied a motion by plaintiffs for a preliminary injunction and granted judgment in favor of the defendants, as well as denying a motion for a stay of the order pending appeal, plaintiffs filed an emergency motion for a stay with the 9th Circuit. After that motion was denied, plaintiffs sought an emergency writ of injunction from Justice Kagan arguing that the Purcell principle should not apply to the recent election regulation changes due to their proximity to the election as well as re-articulating their substantive claims below.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=294
"Texas Organizing Project v. Callanen, No. 5:20-cv-01189 (W.D. Tex.)",Texas,10/06/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=291
"Texas State Conference of NAACP Branches v. Abbott, No. 1:20-cv-01024 (W.D. Tex.)",Texas,10/06/2020,10/06/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=308
"N.C. Alliance for Retired Americans v. North Carolina, No. P20-513 (N.C. Ct. App.)",North Carolina,10/06/2020,"Lamm v. Bullock, No. 6:20-cv-00067 (D. Mont.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=270
"Rivero v. Galvin, No. 1:20-cv-11808 (D. Mass.)",Massachusetts,10/05/2020,"Plaintiffs, nonprofit corporations, allege that defendants unconstitutionally burdened the right to vote in Florida, when they did not extend the voter registration deadline in the wake of the online voter registration crash.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=284
"Anti-Defamation League Austin, South West & Texoma Regions v. Abbott, No. D-1-GN-20-005550 (Tex. Dist. Ct., Travis Cnty.)",Texas,10/05/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=288
"Arnett v. North Carolina Board of Elections, No. 20 CVS 00570 (N.C. Super. Ct., Duplin Cnty.)",North Carolina,10/05/2020,10/06/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=295
"Ryan v. Benson, No. 20-000198-MZ (Mich. Ct. Claims)",Michigan,10/05/2020,"Plaintiffs, non-profit organizations and Texas voters, bring suit against Bexar county officials. Plaintiffs allege violations of Texas state law caused by the closing of polling locations and subsequent operation of too few locations, burdening voter registration by making the application process to become a volunteer registrar more difficult, and failing to provide adequate information on voting locations. They seek a temporary injunction requring compliance with the Texas Election Code.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=307
"In re November 3, 2020 Gen. Election, No. 149 MM 2020 (Penn. Sup. Ct.)",Pennsylvania,10/04/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=329
"Arizona Republican Party v. Democratic National Committee, No. 19-1258 (S. Ct)",Arizona,10/02/2020,10/07/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=184
"Black Voters Matter Fund  v. Raffensperger, No. 20-13414 (11th Cir.)",Georgia,10/02/2020,"Texas Organizing Project v. Callanen, No. 5:20-cv-01189 (W.D. Tex.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=32
"Ostrowski v. Office of Elections, No. 1:20-cv-00209 (E.D. Mo.)",Missouri,10/02/2020,Plaintiff is a large local union of healthcare workers. It alleges that postmaster DeJoy’s policy changes at the USPS are unlawful under federal statute and arbitrary and capricious. Relief sought is daily updates as to election mail efficiency statistics.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=285
"Straty v. Abbott, No. 1:20-cv-01015 (W.D. Tex.)",Texas,10/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=287
"Common Cause Indiana v. Lawson, No. 20-2911 (7th Cir.)",Indiana,10/02/2020,10/06/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=311
"South Carolina Network Education Fund v. Andino, No. 3:20-cv-03503 (D.S.C.)",South Carolina,10/02/2020,"This case was removed from Texas state court by Defendants. Plaintiffs, non-profit organizations and Texas voters, bring suit against Bexar county officials. Plaintiffs allege violations of Texas state law caused by the closing of polling locations and subsequent operation of too few locations, burdening voter registration by making the application process to become a volunteer registrar more difficult, and failing to provide adequate information on voting locations. They seek a temporary injunction requiring compliance with the Texas Election Code.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=302
"Minnesota Voters Alliance v. Walz, No. 20-03072 (8th Cir.)",Minnesota,10/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=154
"Libertarian Party of Connecticut v. Merrill, No. 20-2179 (2nd Cir.)",Connecticut,10/02/2020,10/06/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=152
"Louisiana v. Center for Technology & Civic Life, No. 89811 (La. Dist. Ct., St. Martin Parish), No. XX (La. Ct. App., 3d Cir.)",Louisiana,10/02/2020,"Texas Organizing Project v. Callanen, No. 2020CI19387 (Tex. Dist. Ct., Bexar Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=318
"MOVE Texas Action Fund v. DeBeauvoir, No. D-1-GN-20-005507 (Tex. Dist. Ct., Travis Cnty.), No. 03-20-00497-CV (Tex. Ct. App.)",Texas,10/02/2020,"This lawsuit challenges the constitutionality of Governor Greg Abbot’s October 1, 2020 proclamation (“October 1 Order”) that prohibits Texas counties from providing voters with more than one location to return their marked mail-in ballots for the November 2020 election. The plaintiffs charge that the order violates the right to vote. This order would alter election procedure in some of the state’s largest counties even though voters have already begun returning absentee ballots.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=335
"Texas League of United Latin American Citizens v. Abbott, No. 1:20-cv-01006 (W.D. Tex.)",Texas,10/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=274
"Middleton v. Andino, No. 20A55 (S. Ct.)",South Carolina,10/01/2020,10/06/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=125
"Donald J. Trump for President, Inc. v. Philadelphia County Board of Elections, No. 200902035 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,10/01/2020,Two members of the North Carolina state legislature appeal the consent decree.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=286
"Donald J. Trump for President, Inc. v. Philadelphia County Board of Elections, No. 200902035 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,10/01/2020,"Plaintiff, the Trump Campaign, sought an injunction against the Pennsylvania Secretary of State. Plaintiff alleged that campaign poll observers are not allowed at Philadelphia's on-site satellite early voting polling locations, in violation of a Pennsylvania statute.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=286
"Iowa Voter Alliance v. Black Hawk County, No. 6:20-cv-02078 (N.D. Iowa)",Iowa,10/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=327
"Middleton v. Andino, No. 20-2022 (4th Cir.)",South Carolina,09/30/2020,10/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=125
"Judge v. Board of Canvassers for the City of Madison, No. 2020CV002029 (Wis. Cir. Ct., Dane Cnty.)",Wisconsin,09/30/2020,"Donald J. Trump for President, Inc. v. Philadelphia County, No. 983 CD 2020 (Pa. Commw. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=278
"Mi Familia Vota v. Hobbs, No. 2:20-cv-01903 (D. Ariz.)",Arizona,09/30/2020,Plaintiffs sought to enjoin two Iowa counties from accepting and using private grants from the Center for Tech and Civic Life (CTCL) to help cover additional costs associated with conducting an election during the current pandemic. Plaintiffs claim this creates a constitutionally impermissible public/private partnership that favors progressive demographics.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=283
"Lamm v. Bullock, No. 20-35847 (9th Cir.)",Montana,09/30/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=245
"Harley v. Kosinski, No. 1:20-cv-04664 (E.D.N.Y.)",New York,09/30/2020,10/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=301
"Election Integrity Fund et al v. City of Flint et al, 1:20-CV-00950 (W.D. Mich.)",Michigan,09/29/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=275
"Johnson v. Benson, No. 1:20-cv-00948 (W.D. Mich.)",Michigan,09/29/2020,09/30/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=277
"Cross v. Fox, No. 1:20-cv-00177 (D.N.D.)",North Dakota,09/29/2020,"Middleton v. Andino, No. 3:20-cv-01730 (D.S.C.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=300
"Driscoll v. Stapleton, No. DA 20-0477 (Mont. Sup.  Ct)",Montana,09/29/2020,"The city of Madison seeks to hold “Democracy in the Park” events to collect absentee ballots. The City Clerk received a warning letter to cease from the Wisconsin legislature, otherwise the legislature will sue to invalidate ballots cast at the event. Plaintiffs seek a court declaration that ballots cast at such events shall be counted.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=70
"In re Hotze, No. 20-0751 (Tex. Sup. Ct.)",Texas,09/28/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=361
"In re McCarty, No. 20-0760 (Tex. Sup. Ct.)",Texas,09/28/2020,09/30/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=290
"Moore v. Circosta, No. 4:20-cv-00182 (E.D.N.C.)",North Carolina,09/26/2020,"Two voter registration nonprofits allege that Arizona's voter registration deadline for the 2020 election (October 5, 2020) is unconstitutional under the first and fourteenth amendments. The request that the court permanently enjoin Defendant from enforcing the voter registration deadline this election year.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=271
"Wise v. North Carolina State Board of Elections, No. 5:20-cv-00505 (E.D.N.C.)",North Carolina,09/26/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=272
"Texas Alliance of Retired Americans v. Hughes, No. 20-40643 (5th Cir.)",Texas,09/25/2020,09/30/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=200
"Penn. Voters Alliance v. Centre Cnty., No. 4:20-cv-01761 (M.D. Pa.)",Pennsylvania,09/25/2020,"Mi Familia Vota v. Hobbs, No. 20-16932 (9th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=273
"Fontes v. Arizona, CV 2020-011845 (Ariz. Super. Ct., Maricopa Cnty.)",Arizona,09/25/2020,"Plaintiffs below, a group of Republican voters and the Ravali County Republican Central Committee alleged that (i) Governor Bullock’s expansion of vote by mail was unlawful and unauthorized and ii) the Secretary of State’s implementation of it by approving county plans implementing was also unlawful and unauthorized. After the district court denied a motion by plaintiffs for a preliminary injunction and granted judgment in favor of the defendants, as well as denying a motion for a stay of the order pending appeal, plaintiffs filed an emergency motion for a stay with the 9th Circuit.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=280
"Election Integrity Project of Nevada v. Nevada, No. 81847 (Nev. Sup. Ct.)",Nevada,09/25/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=252
"Minnesota Voters Alliance et al v. City of Minneapolis, No. 0:20-cv-02049 (D. Minn. Sep 24, 2020)",Minnesota,09/24/2020,10/06/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=260
"Republican National Committee v. Benson, No. 20-000191-MM (Mich. Ct. Claims)",Michigan,09/24/2020,"Lamm v. Bullock, No. 6:20-cv-00067 (D. Mont.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=263
"Wisconsin Voters Alliance v. Racine, No. 2:20-cv-01487 (E.D. Wis.)",Wisconsin,09/24/2020,"Plaintiffs are American citizens who live overseas. Because of the COVID-19 pandemic, they cannot return to their home state to vote in person. The pandemic has also caused mailing delays, preventing plaintiffs from ensuring that a mail-in ballot would arrive in time. Plaintiffs have sued several states, arguing that the lack of an option to vote electronically abridges their right to vote under the First and Fourteenth Amendments. Plaintiffs seek a declaration that electronic voting is required, as well as an injunction requiring the defendant states to implement it.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=276
"Monmouth County Republican Committee v. Way, No. MON-L-003019-20 (N.J. Super. Ct., Monmouth Cnty.), No. 3:20-cv-13914 (D.N.J.)",New Jersey,09/24/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=296
"In re Hotze, No. 20-0739 (Tex. Sup. Ct.)",Texas,09/23/2020,09/30/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=358
"Democratic National Committee v. Bostelmann, Nos. 20-2835, 20-2844 (7th Cir.)",Wisconsin,09/23/2020,"Plaintiffs allege that the Cities of Lansing and Flint, which had recieved money from the Center for Tech and Civic Life to assist with the General Election, were preempted from recieving funds for federal election administration by the Supremacy and Election Clauses of the Constitution, and by the National Voter Registration Act.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=144
"League of Women Voters of Arkansas v. Thurston, No. 5:20-cv-05174 (W.D. Ark.)",Arkansas,09/22/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=261
"League of Women Voters of Arkansas v. Thurston, No. 5:20-cv-05174 (W.D. Ark.)",Arkansas,09/22/2020,"Arkansas law requires election officials to reject mail-in ballots for a missing signature or signature mismatch, and does not provide the voter any notice of the defect or opportunity to cure. Plaintiffs seek notice and a cure period for signature issues.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=261
"Carson et al v. Simon, No. 0:20-cv-02030 (D. Minn.)",Minnesota,09/22/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=264
"Texas v. Hollins, Nos. 20-0715, 20-0729 (Tex. Sup. Ct.)",Texas,09/22/2020,09/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=229
"Michigan Alliance for Retired Americans v. Secretary of State, No. 161837",Michigan,09/21/2020,"Secretary of State entered into a consent decree to not enforce Minnesota’s Election-Day ballot receipt deadline. Plaintiffs seek to enjoin the consent decree on the grounds it conflicts with state law, federal law, and the constitution.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=265
"Org. for Black Struggle v. Ashcroft, No. 2:20-cv-04184 (W.D. Mo.)",Missouri,09/17/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=250
"Newman v. Evers, No. 2020CV000415 (Wis. Cir. Ct., La Crosse Cnty.)",Wisconsin,09/17/2020,09/22/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=341
"Ohio Democratic Party v. LaRose, No. 20AP428 (Ohio Ct. App.)",Ohio,09/16/2020,"Carson v. Simon, No. 20-3139 (8th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=363
"Republican National Committee v. Miller, Nos. 20-1091, 20-1140 (Iowa Sup. Ct.)",Iowa,09/16/2020,"Texas through its Attorney General sought to prevent Hollins, the Harris County Clerk, from sending mail-in ballots to all voters in the election. Below, the court rejected the state's motion for a temporary injunction. Texas appealed and the state appellate court affirmed the lower court's denial of the injunction. Texas then filed a petition for review in the state supreme court.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=189
"Ohio Democratic Party v. LaRose, Nos. 20AP432, 20AP439 (Ohio Ct. App.)",Ohio,09/16/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=219
"Republican National Committee v. Gill, No. 20-1169 (Iowa Sup. Ct.)",Iowa,09/16/2020,09/22/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=226
"League of United Latin American Citizens of Iowa v. Pate I, No. XX (Iowa Dist. Ct., Polk Cnty.)",Iowa,09/14/2020,"Texas v. Hollins, No. 2020-52383 (Tex. Dist. Ct., Harris Cnty.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=243
"League of United Latin American Citizens of Iowa v. Pate II, No. XX (Iowa Dist. Ct., Polk Cnty.)",Iowa,09/14/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=244
"Texas v. Hollins, NO. 14-20-00627-CV (Tex. Ct. App.)",Texas,09/14/2020,09/25/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=229
"Mi Familia Vota v. Abbott, No. 20-50793 (5th Cir.)",Texas,09/14/2020,"In response to pandemic, MO has added a secondary category of remote voting. Absentee voting has already been in place, but requires a valid excuse. The newly-enacted vote-by-mail does not require a valid excuse. However, the lawsuit alleges undue burden because to exercise vote-by-mail, there are more limited options in registering and returning ballots compared to absentee voting. Furthermore, MO does not provide mail-in or absentee voters the opportunity to cure for minor deficiencies.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=182
"Colorado v. DeJoy, 1:20-cv-02768",Colorado,09/12/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=396
"Memphis A. Phillip Randolph Institute v. Hargett, No. 20-06046 (6th Cir.)",Tennessee,09/11/2020,09/17/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=126
"Arizona Democratic Party v. Hobbs, No. 20-16759 (9th Cir.)",Arizona,09/11/2020,"Organization for Black Struggle v. Ashcroft, 20-3121 (8th Cir.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=10
"Arizona Public Integrity Alliance Inc. v. Adrian Fontes, et al and Maricopa County, T-20-0003-CV; CV-20-0253-AP/EL (Ariz. S. Ct.) (transferred from Arizona Court of Appeals 1-CA-CV 20-0458)",Arizona,09/10/2020,"Plaintiff, a poll-worker with respiratory issues who was discharged from his duties for not wearing a mask, sought (1) declaratory relief that the governor's executive order #82, which imposes certain mask requirements, is unlawful because it expands a state of emergency after its expiration; (2) declaratory relief that he is exempt from the mask requirement and not barred from working or observing polling places; (3) injunctive relief prohibiting enforcement of the governor's emergency order and against the clerk from barring Plaintiff from working or observing any polling place.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=235
"Protect Our Girls v. Cegavske, No. 3:20-cv-00515 (D. Nev.), 3:20-cv-00515-MMD-WGC (D. Nev.)",Nevada,09/10/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=248
"Oppenheim v. Watson, No. 2020-CA-00983-SCT (S.Ct of Mississippi)",Mississippi,09/10/2020,09/17/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=196
"Reed-Pratt v. Winfrey, No. 20-1876 (6th Cir.)",Michigan,09/10/2020,"The Ohio Secretary of state issued a directive requiring applications for a mail-in ballot to be submitted to the voter's county election board either by mail or in person. The Ohio Democratic Party sued for an injunction to allow voters to submit their applications by email or fax, arguing that the Secretary's policy violated Ohio statutory and constitutional law. The trial court granted the injunction. The Secretary then appealed the decision, as did Defendant-Intervenors RNC and the Trump Campaign. All Defendants argued that the trial court erred in issuing the injunction, and the Defendant-Intervnors argued that the plaintiffs also lacked standing, and that their claim was barred by laches.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=194
"Lamm v. Bullock, No. 6:20-cv-00067 (D. Mont.)",Montana,09/09/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=245
"Richardson v. Texas Secretary of State, No. 20-50774 (5th Cir.)",Texas,09/09/2020,09/16/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=305
"Arctic Village Council v. Meyer, No. 3AN-20-07858Cl (Alaska Super. Ct., 3d Dist.)",Alaska,09/08/2020,"Ohio Democratic Party v. LaRose, No. 20CV004997 (Ohio Ct. Common Pleas, Franklin Cnty.), No. 20AP421 (Ohio Ct. App.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=237
"Harrington v. DeJoy, No. 1:20-cv-05303 (N.D. Ill.), No. 1: 20-cv-05303 (N.D. Ill.)",Illinois,09/08/2020,The county auditors filed interlocutory appeals after injunctions were granted by the district court.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=247
"Democratic Senatorial Campaign Committee v. North Carolina State Board of Elections, No. 20 CVS 09947 (N.C. Super. Ct., Wake Cnty.)",North Carolina,09/08/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=253
"Democratic Senatorial Campaign Committee v. North Carolina State Board of Elections, No. 20 CVS 09947 (N.C. Super. Ct., Wake Cnty.)",North Carolina,09/08/2020,"Plaintiffs challenged North Carolina’s state directive to reject mail ballots for error with the witness requirement, without providing voters with an opportunity to cure the defect.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=253
"League of Women Voters of Delaware v. Delaware Dep't of Elections, No. 2020-0761 (Del. Chancery Ct.)",Delaware,09/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=227
"Disability Law Center of Alaska v. Meyer, 20-35778 (9th Cir.)",Alaska,09/04/2020,09/08/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=151
"Arizona Public Integrity Alliance Inc. v. Adrian Fontes, et al and Maricopa County, LC2020-000252-001 DT (AZ ST MARICOPA SUPER CT)",Arizona,09/04/2020,"This action seeks a declaratory judgment that, under pandemic circumstances, Delaware's Election Day return deadline for mail ballots violates the Elections Clause and Right to Vote Clause of the Delaware Constitution, and an injunction requiring election officials to count votes that are mailed on or before Election Day and received by Nov 6th, and ballots which are postmarked or otherwise marked by USPS by Election Day and received by Nov 13.  General Assembly of DE passed a bill allowing all voters to vote by mail for the September Primary and General Election. However, with record turnout expected in the General Election and widespread delays in the USPS anticipated, Plaintiffs allege that the current policy, which requires all mailed ballots to be received by the Delaware Department of Elections by 8pm on November 3rd, burdens the right to vote in two scenarios: (1) voters who mail their ballots ahead of the statutory deadline may not reach the Delaware Department of Elections in time (2) voters who request ballots by the statutory deadline may not receive a mail-in ballot in time for them to mail their ballot successfully.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=235
"Martel v. Condos, No. 5:20-cv-00131 (D. Vt.), No. 5:20-cv-00131 (D. Vt. filed Sept. 4, 2020)",Vermont,09/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=241
"New Georgia Project v. Raffensperger, No. 20-13360 (11th Cir.)",Georgia,09/04/2020,09/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=35
"Andrew Goodman Foundation v. Dutchess County Board of Elections, No. 2020-52737 (N.Y. Sup. Ct., Dutchess Cnty.)",New York,09/04/2020,"Alaska LT. governor and Division of Elections only mailed absentee ballots to registered voters over age 65. Plaintiffs allege intentional age discrimination that violates Alaska Constitution, the 1st, 14th and 26th Amendments of the US Constitution, and the Americans with Disabilities Act. Case was filed and is pending - Plaintiffs are asking for the current mailing to be declared discriminatory and for absentee ballots to be mailed to all qualified Alaska voters for the Primary and General Elections of 2020.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=331
"League of Women Voters of Delaware v. Delaware Department of Elections, No. 2020-0761 (Del. Chancery Ct.)",Delaware,09/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=310
"Donald J. Trump for President et al v. Bullock et al, No. 6:20-cv-00066 (D. Mont.)",Montana,09/02/2020,"09/04/2020: Appellant Brief, Appeal entered. ",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=225
"Election Integrity Project of Nevada v. Nevada, No. A-20-820510-C (Nev. Dist. Ct., Clark Cnty.)",Nevada,09/01/2020,"Disability Law Center of Alaska v. Meyer, No. 3AN-20-07060 (Alaska Super. Ct., 3d Dist.), transferred to: No. 3:20-cv-00173 (D. Alaska)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=252
"Democratic Senatorial Campaign Committee v. Pate II, No. 05771CVCV060641 (Iowa Dist. Ct., Polk Cnty.)",Iowa,08/31/2020,"Maricopa County sought to include an instruction with its general election early ballots instructing voters who wish to correct a mistaken vote to simply cross out the erroneous vote and fill in the oval next to the chosen candidate. Plaintiffs Arizona Public Integrity Alliance and Tyler Montague, a voter on the County’s permanent early voter list (“PEVL”) who votes via early ballot, sought to enjoin the County’s use of the new instruction alleging that it contradicts state law.  Defendant Adrian Fontes is the Maricopa County Recorder.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=303
"Democratic Senatorial Campaign Committee v. Pate I, No. 05771 CVCV060642 (Iowa Dist. Ct., Polk Cnty.)",Iowa,08/31/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=220
